Timestamp,"Turbidity, NTU","Conductivity, mS cm-1","PC, 2-5 um","PC, 5-10 um","PC, 10-15 um","PC, 15-25 um","PC, 25-50 um","PC, 50-75 um","PC, 75-100 um","PC, over 100 um","pH, SU","Temperature, deg C"
3/2/2018 8:00,1.731902361,0.363074541,1777.800049,383.319397,177.7894897,73.74665833,55.22750092,6.260140896,2.227172852,1.11861527,8.404579163,9.182762146
3/2/2018 12:00,1.537138224,0.359650254,1332.349976,268.617157,132.5125427,72.17823792,47.13000107,5.594978809,2.31062007,1.206833601,8.388998032,9.486680031
3/2/2018 16:00,1.513594389,0.350661278,1664.349976,344.1950073,171.1539917,98.4646225,57.94750214,5.453013897,2.394067287,1.295051932,8.439935684,9.056913376
3/2/2018 20:00,1.642012596,0.357937813,1651.300049,369.6149902,165.3787537,67.16931915,57.22875214,6.236498356,2.477514505,1.383270144,8.448326111,9.018390656
3/3/2018 0:00,1.635590196,0.357937813,1337.599976,282.0299988,124.3569183,81.1783905,43.77499771,7.969954014,2.560961962,1.471488476,8.436639786,9.000411034
3/3/2018 4:00,1.558542252,0.357937813,1727.349976,351.9750061,172.6042786,80.21821594,55.99523926,4.685428619,2.64440918,1.559706688,8.424354553,9.025238037
3/3/2018 8:00,1.704078913,0.357937813,1811.824951,396.0450134,172.5111694,74.959198,60.36499786,5.105919361,2.727856398,1.647925019,8.417862892,9.04150486
3/3/2018 12:00,1.524296403,0.350661278,1524.099976,339.0650024,159.1909027,81.50111389,55.02999878,5.728098869,2.811303854,1.736143231,8.423755646,9.015821457
3/3/2018 16:00,1.52643621,0.350661278,1611.900024,338.3529358,164.6736755,77.12162018,59.36599731,6.350278378,2.894751072,1.824361563,8.431844711,9.195603371
3/3/2018 20:00,1.449388266,0.354085565,1508.25,302.4649963,142.3930054,63.30920792,50.93999863,6.972457886,2.97819829,1.912579775,8.43963623,9.154082298
3/4/2018 0:00,1.479351521,0.350661278,1379.199951,295.3299866,144.321991,71.59636688,51.91714096,7.594637394,3.061645508,2.000798225,8.429148674,9.189610481
3/4/2018 4:00,1.481491327,0.350661278,1593.699951,347.0569458,152.6004639,75.59533691,57.43999863,5.861661911,3.145092964,2.089016438,8.43693924,9.038935661
3/4/2018 8:00,1.481491327,0.350661278,1607.199951,313.5944824,158.8966675,68.04168701,55.47999954,6.752144814,3.228540182,2.17723465,8.433343887,8.97558403
3/4/2018 12:00,1.393741369,0.347236395,1875.800049,374.5499878,164.7099915,87.57987976,71.19999695,7.642627716,3.3119874,2.265452862,8.442932129,9.036367416
3/4/2018 16:00,1.684817672,0.350661278,1800.400024,405.3947754,198.1056976,95.27700806,68.80999756,7.268380642,3.395434856,2.353671312,8.436340332,9.437880516
