Date,Year,Month,Scooter Trips,Bike Trips,Normal Price,College Price
9/19/2024,2024,9,895,136,0.4,0.3
9/20/2024,2024,9,1123,108,0.4,0.3
9/21/2024,2024,9,1173,118,0.4,0.3
9/22/2024,2024,9,614,65,0.4,0.3
9/23/2024,2024,9,798,94,0.4,0.3
9/24/2024,2024,9,951,65,0.4,0.3
9/25/2024,2024,9,935,83,0.4,0.3
9/26/2024,2024,9,1013,127,0.4,0.3
9/27/2024,2024,9,1105,108,0.4,0.3
9/28/2024,2024,9,762,137,0.4,0.3
9/29/2024,2024,9,604,102,0.4,0.3
9/30/2024,2024,9,737,98,0.4,0.3
10/1/2024,2024,10,912,141,0.4,0.3
10/2/2024,2024,10,997,97,0.4,0.3
10/3/2024,2024,10,1016,106,0.4,0.3
10/4/2024,2024,10,1009,140,0.4,0.3
10/5/2024,2024,10,828,158,0.4,0.3
10/6/2024,2024,10,628,119,0.4,0.3
10/7/2024,2024,10,908,97,0.4,0.3
10/8/2024,2024,10,898,102,0.4,0.3
10/9/2024,2024,10,853,85,0.4,0.3
10/10/2024,2024,10,973,125,0.4,0.3
10/11/2024,2024,10,1268,118,0.4,0.3
10/12/2024,2024,10,1246,239,0.4,0.3
10/13/2024,2024,10,576,113,0.4,0.3
10/14/2024,2024,10,728,89,0.4,0.3
10/15/2024,2024,10,736,105,0.4,0.3
10/16/2024,2024,10,729,98,0.4,0.3
10/17/2024,2024,10,793,105,0.4,0.3
